id,image,CQ,AQ,HQ,VQ,model,prompt_version,raw
141,00141_stitched.jpg,0.06,0.22,0.06,0.19,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.06,""AQ"":0.22,""HQ"":0.06,""VQ"":0.19}"
152,00152_stitched.jpg,0.54,0.49,-0.26,-0.03,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.54,""AQ"":0.49,""HQ"":-0.26,""VQ"":-0.03}"
173,00173_stitched.jpg,-0.31,0.22,0.35,0.47,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.31,""AQ"":0.22,""HQ"":0.35,""VQ"":0.47}"
175,00175_stitched.jpg,0.57,0.43,-0.14,-0.18,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.57,""AQ"":0.43,""HQ"":-0.14,""VQ"":-0.18}"
177,00177_stitched.jpg,0.3,0.06,-0.09,-0.14,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.30,""AQ"":0.06,""HQ"":-0.09,""VQ"":-0.14}"
182,00182_stitched.jpg,0.14,0.2,-0.01,0.16,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.14,""AQ"":0.20,""HQ"":-0.01,""VQ"":0.16}"
192,00192_stitched.jpg,0.24,0.43,0.31,0.02,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.24,""AQ"":0.43,""HQ"":0.31,""VQ"":0.02}"
199,00199_stitched.jpg,-0.11,0.01,0.16,-0.02,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.11,""AQ"":0.01,""HQ"":0.16,""VQ"":-0.02}"
200,00200_stitched.jpg,0.07,0.01,-0.09,0.21,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.07,""AQ"":0.01,""HQ"":-0.09,""VQ"":0.21}"
211,00211_stitched.jpg,0.12,0.15,0.12,0.06,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.12,""AQ"":0.15,""HQ"":0.12,""VQ"":0.06}"
225,00225_stitched.jpg,0.34,-0.12,0.04,0.04,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.34,""AQ"":-0.12,""HQ"":0.04,""VQ"":0.04}"
231,00231_stitched.jpg,0.65,0.77,0.52,-0.11,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.65,""AQ"":0.77,""HQ"":0.52,""VQ"":-0.11}"
247,00247_stitched.jpg,0.58,0.57,0.13,0.01,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.58,""AQ"":0.57,""HQ"":0.13,""VQ"":0.01}"
262,00262_stitched.jpg,0.25,-0.44,-0.38,0.04,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.25,""AQ"":-0.44,""HQ"":-0.38,""VQ"":0.04}"
265,00265_stitched.jpg,0.42,-0.06,-0.08,0.1,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.42,""AQ"":-0.06,""HQ"":-0.08,""VQ"":0.10}"
271,00271_stitched.jpg,0.14,0.27,0.12,0.08,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.14,""AQ"":0.27,""HQ"":0.12,""VQ"":0.08}"
272,00272_stitched.jpg,0.73,0.73,0.1,-0.04,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.73,""AQ"":0.73,""HQ"":0.10,""VQ"":-0.04}"
274,00274_stitched.jpg,-0.06,0.19,0.14,0.27,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.06,""AQ"":0.19,""HQ"":0.14,""VQ"":0.27}"
277,00277_stitched.jpg,0.03,0.16,0.31,0.17,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.03,""AQ"":0.16,""HQ"":0.31,""VQ"":0.17}"
279,00279_stitched.jpg,-0.12,0.04,-0.03,0.24,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.12,""AQ"":0.04,""HQ"":-0.03,""VQ"":0.24}"
285,00285_stitched.jpg,0.08,0.3,-0.02,-0.14,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.08,""AQ"":0.30,""HQ"":-0.02,""VQ"":-0.14}"
287,00287_stitched.jpg,0.0,0.16,-0.16,-0.03,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.00,""AQ"":0.16,""HQ"":-0.16,""VQ"":-0.03}"
291,00291_stitched.jpg,0.05,-0.06,0.04,-0.02,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.05,""AQ"":-0.06,""HQ"":0.04,""VQ"":-0.02}"
300,00300_stitched.jpg,0.26,0.28,0.06,-0.05,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.26,""AQ"":0.28,""HQ"":0.06,""VQ"":-0.05}"
303,00303_stitched.jpg,0.64,-0.08,0.19,0.06,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.64,""AQ"":-0.08,""HQ"":0.19,""VQ"":0.06}"
311,00311_stitched.jpg,0.53,-0.09,0.1,-0.03,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.53,""AQ"":-0.09,""HQ"":0.10,""VQ"":-0.03}"
319,00319_stitched.jpg,0.72,0.59,0.69,-0.02,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.72,""AQ"":0.59,""HQ"":0.69,""VQ"":-0.02}"
340,00340_stitched.jpg,0.47,0.22,0.21,-0.11,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.47,""AQ"":0.22,""HQ"":0.21,""VQ"":-0.11}"
344,00344_stitched.jpg,0.13,-0.03,0.23,0.1,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.13,""AQ"":-0.03,""HQ"":0.23,""VQ"":0.10}"
346,00346_stitched.jpg,0.19,0.16,0.27,0.19,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.19,""AQ"":0.16,""HQ"":0.27,""VQ"":0.19}"
351,00351_stitched.jpg,0.21,0.19,0.01,-0.02,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.21,""AQ"":0.19,""HQ"":0.01,""VQ"":-0.02}"
352,00352_stitched.jpg,0.49,0.24,-0.21,-0.04,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.49,""AQ"":0.24,""HQ"":-0.21,""VQ"":-0.04}"
364,00364_stitched.jpg,0.84,0.0,-0.12,-0.14,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.84,""AQ"":0.00,""HQ"":-0.12,""VQ"":-0.14}"
377,00377_stitched.jpg,0.29,0.14,0.18,-0.07,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.29,""AQ"":0.14,""HQ"":0.18,""VQ"":-0.07}"
381,00381_stitched.jpg,0.34,-0.1,0.06,-0.07,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.34,""AQ"":-0.10,""HQ"":0.06,""VQ"":-0.07}"
386,00386_stitched.jpg,-0.07,-0.14,0.21,-0.03,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.07,""AQ"":-0.14,""HQ"":0.21,""VQ"":-0.03}"
394,00394_stitched.jpg,-0.13,-0.05,0.12,-0.16,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.13,""AQ"":-0.05,""HQ"":0.12,""VQ"":-0.16}"
398,00398_stitched.jpg,0.53,0.34,0.0,-0.03,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.53,""AQ"":0.34,""HQ"":0.00,""VQ"":-0.03}"
403,00403_stitched.jpg,0.66,0.4,0.58,-0.13,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.66,""AQ"":0.40,""HQ"":0.58,""VQ"":-0.13}"
405,00405_stitched.jpg,-0.27,-0.08,0.0,0.33,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.27,""AQ"":-0.08,""HQ"":0.00,""VQ"":0.33}"
411,00411_stitched.jpg,-0.15,-0.25,0.35,-0.08,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.15,""AQ"":-0.25,""HQ"":0.35,""VQ"":-0.08}"
417,00417_stitched.jpg,-0.05,0.12,0.18,0.21,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.05,""AQ"":0.12,""HQ"":0.18,""VQ"":0.21}"
421,00421_stitched.jpg,0.66,0.14,0.09,0.01,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.66,""AQ"":0.14,""HQ"":0.09,""VQ"":0.01}"
422,00422_stitched.jpg,0.32,0.34,0.28,0.03,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.32,""AQ"":0.34,""HQ"":0.28,""VQ"":0.03}"
427,00427_stitched.jpg,0.17,0.23,0.27,0.12,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.17,""AQ"":0.23,""HQ"":0.27,""VQ"":0.12}"
429,00429_stitched.jpg,0.69,0.19,0.08,-0.05,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.69,""AQ"":0.19,""HQ"":0.08,""VQ"":-0.05}"
433,00433_stitched.jpg,-0.07,0.14,0.12,0.29,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.07,""AQ"":0.14,""HQ"":0.12,""VQ"":0.29}"
436,00436_stitched.jpg,-0.0,0.04,0.07,0.13,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.00,""AQ"":0.04,""HQ"":0.07,""VQ"":0.13}"
440,00440_stitched.jpg,-0.1,-0.02,-0.02,0.06,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.10,""AQ"":-0.02,""HQ"":-0.02,""VQ"":0.06}"
445,00445_stitched.jpg,0.64,0.46,0.28,0.12,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.64,""AQ"":0.46,""HQ"":0.28,""VQ"":0.12}"
446,00446_stitched.jpg,0.38,0.15,0.21,0.15,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.38,""AQ"":0.15,""HQ"":0.21,""VQ"":0.15}"
453,00453_stitched.jpg,0.27,-0.01,-0.02,0.05,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.27,""AQ"":-0.01,""HQ"":-0.02,""VQ"":0.05}"
464,00464_stitched.jpg,0.16,0.19,0.12,-0.12,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.16,""AQ"":0.19,""HQ"":0.12,""VQ"":-0.12}"
469,00469_stitched.jpg,0.22,0.28,-0.06,-0.08,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.22,""AQ"":0.28,""HQ"":-0.06,""VQ"":-0.08}"
471,00471_stitched.jpg,0.14,0.26,-0.07,0.14,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.14,""AQ"":0.26,""HQ"":-0.07,""VQ"":0.14}"
477,00477_stitched.jpg,0.04,-0.06,-0.21,0.09,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.04,""AQ"":-0.06,""HQ"":-0.21,""VQ"":0.09}"
485,00485_stitched.jpg,0.32,-0.07,-0.1,0.18,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.32,""AQ"":-0.07,""HQ"":-0.10,""VQ"":0.18}"
491,00491_stitched.jpg,-0.19,-0.14,-0.29,-0.03,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.19,""AQ"":-0.14,""HQ"":-0.29,""VQ"":-0.03}"
495,00495_stitched.jpg,-0.06,0.58,-0.13,0.15,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.06,""AQ"":0.58,""HQ"":-0.13,""VQ"":0.15}"
498,00498_stitched.jpg,0.2,-0.13,-0.11,-0.04,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.20,""AQ"":-0.13,""HQ"":-0.11,""VQ"":-0.04}"
501,00501_stitched.jpg,0.7,0.08,0.26,0.04,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.70,""AQ"":0.08,""HQ"":0.26,""VQ"":0.04}"
507,00507_stitched.jpg,0.22,0.29,0.29,0.06,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.22,""AQ"":0.29,""HQ"":0.29,""VQ"":0.06}"
514,00514_stitched.jpg,-0.15,0.05,-0.11,0.01,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.15,""AQ"":0.05,""HQ"":-0.11,""VQ"":0.01}"
517,00517_stitched.jpg,0.09,0.05,0.08,-0.0,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.09,""AQ"":0.05,""HQ"":0.08,""VQ"":-0.00}"
519,00519_stitched.jpg,0.67,0.34,-0.13,-0.21,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.67,""AQ"":0.34,""HQ"":-0.13,""VQ"":-0.21}"
524,00524_stitched.jpg,0.12,-0.31,-0.23,0.01,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.12,""AQ"":-0.31,""HQ"":-0.23,""VQ"":0.01}"
526,00526_stitched.jpg,0.33,-0.13,-0.17,0.1,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.33,""AQ"":-0.13,""HQ"":-0.17,""VQ"":0.10}"
530,00530_stitched.jpg,0.04,0.03,-0.12,0.01,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.04,""AQ"":0.03,""HQ"":-0.12,""VQ"":0.01}"
554,00554_stitched.jpg,-0.05,0.31,-0.07,0.18,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.05,""AQ"":0.31,""HQ"":-0.07,""VQ"":0.18}"
559,00559_stitched.jpg,-0.01,-0.01,-0.16,0.14,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.01,""AQ"":-0.01,""HQ"":-0.16,""VQ"":0.14}"
561,00561_stitched.jpg,0.31,0.01,-0.29,-0.18,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.31,""AQ"":0.01,""HQ"":-0.29,""VQ"":-0.18}"
562,00562_stitched.jpg,-0.02,0.14,-0.02,0.12,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.02,""AQ"":0.14,""HQ"":-0.02,""VQ"":0.12}"
565,00565_stitched.jpg,-0.04,0.08,0.21,0.12,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.04,""AQ"":0.08,""HQ"":0.21,""VQ"":0.12}"
569,00569_stitched.jpg,0.3,0.33,0.19,0.06,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.30,""AQ"":0.33,""HQ"":0.19,""VQ"":0.06}"
573,00573_stitched.jpg,-0.15,-0.05,0.18,0.28,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.15,""AQ"":-0.05,""HQ"":0.18,""VQ"":0.28}"
576,00576_stitched.jpg,0.27,0.62,0.41,0.05,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.27,""AQ"":0.62,""HQ"":0.41,""VQ"":0.05}"
580,00580_stitched.jpg,0.01,-0.05,0.07,0.09,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.01,""AQ"":-0.05,""HQ"":0.07,""VQ"":0.09}"
595,00595_stitched.jpg,0.32,-0.08,0.13,0.07,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.32,""AQ"":-0.08,""HQ"":0.13,""VQ"":0.07}"
597,00597_stitched.jpg,0.18,0.5,0.37,0.09,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.18,""AQ"":0.50,""HQ"":0.37,""VQ"":0.09}"
601,00601_stitched.jpg,0.28,0.16,-0.16,0.24,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.28,""AQ"":0.16,""HQ"":-0.16,""VQ"":0.24}"
604,00604_stitched.jpg,0.54,0.51,0.04,-0.03,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.54,""AQ"":0.51,""HQ"":0.04,""VQ"":-0.03}"
607,00607_stitched.jpg,0.15,-0.27,0.07,0.12,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.15,""AQ"":-0.27,""HQ"":0.07,""VQ"":0.12}"
609,00609_stitched.jpg,0.54,0.17,0.14,-0.08,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.54,""AQ"":0.17,""HQ"":0.14,""VQ"":-0.08}"
614,00614_stitched.jpg,0.23,0.17,0.2,0.08,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.23,""AQ"":0.17,""HQ"":0.20,""VQ"":0.08}"
620,00620_stitched.jpg,0.05,0.17,0.11,-0.05,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.05,""AQ"":0.17,""HQ"":0.11,""VQ"":-0.05}"
626,00626_stitched.jpg,-0.05,0.25,0.35,0.4,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.05,""AQ"":0.25,""HQ"":0.35,""VQ"":0.40}"
627,00627_stitched.jpg,0.15,0.13,-0.15,0.2,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.15,""AQ"":0.13,""HQ"":-0.15,""VQ"":0.20}"
628,00628_stitched.jpg,0.58,-0.17,0.0,-0.05,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.58,""AQ"":-0.17,""HQ"":0.00,""VQ"":-0.05}"
633,00633_stitched.jpg,0.22,0.0,0.11,-0.09,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.22,""AQ"":0.00,""HQ"":0.11,""VQ"":-0.09}"
637,00637_stitched.jpg,0.22,0.06,-0.16,0.1,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.22,""AQ"":0.06,""HQ"":-0.16,""VQ"":0.10}"
638,00638_stitched.jpg,0.39,0.34,0.2,0.01,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.39,""AQ"":0.34,""HQ"":0.20,""VQ"":0.01}"
643,00643_stitched.jpg,0.28,-0.12,0.05,0.01,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.28,""AQ"":-0.12,""HQ"":0.05,""VQ"":0.01}"
645,00645_stitched.jpg,0.15,-0.01,0.1,0.07,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.15,""AQ"":-0.01,""HQ"":0.10,""VQ"":0.07}"
646,00646_stitched.jpg,-0.13,-0.08,0.04,0.32,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.13,""AQ"":-0.08,""HQ"":0.04,""VQ"":0.32}"
651,00651_stitched.jpg,0.45,0.3,-0.14,-0.16,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.45,""AQ"":0.30,""HQ"":-0.14,""VQ"":-0.16}"
658,00658_stitched.jpg,-0.03,-0.01,-0.28,0.13,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.03,""AQ"":-0.01,""HQ"":-0.28,""VQ"":0.13}"
661,00661_stitched.jpg,0.0,0.26,0.1,0.05,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.00,""AQ"":0.26,""HQ"":0.10,""VQ"":0.05}"
663,00663_stitched.jpg,0.01,0.56,0.39,0.22,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.01,""AQ"":0.56,""HQ"":0.39,""VQ"":0.22}"
668,00668_stitched.jpg,0.5,0.1,0.22,-0.04,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.50,""AQ"":0.10,""HQ"":0.22,""VQ"":-0.04}"
670,00670_stitched.jpg,0.42,0.03,0.33,0.1,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.42,""AQ"":0.03,""HQ"":0.33,""VQ"":0.10}"
675,00675_stitched.jpg,0.32,0.25,0.31,0.01,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.32,""AQ"":0.25,""HQ"":0.31,""VQ"":0.01}"
679,00679_stitched.jpg,0.21,0.12,0.22,0.07,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.21,""AQ"":0.12,""HQ"":0.22,""VQ"":0.07}"
685,00685_stitched.jpg,-0.0,0.41,0.15,-0.05,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.00,""AQ"":0.41,""HQ"":0.15,""VQ"":-0.05}"
688,00688_stitched.jpg,0.04,0.13,-0.05,0.08,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.04,""AQ"":0.13,""HQ"":-0.05,""VQ"":0.08}"
693,00693_stitched.jpg,0.78,0.38,0.27,-0.14,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.78,""AQ"":0.38,""HQ"":0.27,""VQ"":-0.14}"
697,00697_stitched.jpg,0.18,0.07,0.37,-0.01,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.18,""AQ"":0.07,""HQ"":0.37,""VQ"":-0.01}"
699,00699_stitched.jpg,-0.36,0.5,0.51,0.23,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.36,""AQ"":0.50,""HQ"":0.51,""VQ"":0.23}"
712,00712_stitched.jpg,0.62,-0.22,0.01,0.19,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.62,""AQ"":-0.22,""HQ"":0.01,""VQ"":0.19}"
716,00716_stitched.jpg,0.13,-0.15,-0.09,-0.09,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.13,""AQ"":-0.15,""HQ"":-0.09,""VQ"":-0.09}"
721,00721_stitched.jpg,0.42,0.17,0.03,-0.08,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.42,""AQ"":0.17,""HQ"":0.03,""VQ"":-0.08}"
724,00724_stitched.jpg,0.07,-0.03,0.32,0.02,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.07,""AQ"":-0.03,""HQ"":0.32,""VQ"":0.02}"
729,00729_stitched.jpg,-0.13,0.3,0.39,0.05,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.13,""AQ"":0.30,""HQ"":0.39,""VQ"":0.05}"
733,00733_stitched.jpg,0.57,0.55,0.53,-0.11,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.57,""AQ"":0.55,""HQ"":0.53,""VQ"":-0.11}"
736,00736_stitched.jpg,-0.04,0.55,-0.07,-0.07,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.04,""AQ"":0.55,""HQ"":-0.07,""VQ"":-0.07}"
741,00741_stitched.jpg,-0.1,0.54,0.49,0.24,gpt-4.1-mini,anchor_prompt,"{""CQ"":-0.10,""AQ"":0.54,""HQ"":0.49,""VQ"":0.24}"
742,00742_stitched.jpg,0.15,0.43,-0.01,0.2,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.15,""AQ"":0.43,""HQ"":-0.01,""VQ"":0.20}"
748,00748_stitched.jpg,0.15,0.08,0.14,0.18,gpt-4.1-mini,anchor_prompt,"{""CQ"":0.15,""AQ"":0.08,""HQ"":0.14,""VQ"":0.18}"
