id,image,CQ,AQ,HQ,VQ,model,prompt_version,raw
152,00152_stitched.jpg,0.65,0.17,-0.05,0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.65,""AQ"":0.17,""HQ"":-0.05,""VQ"":0.01}"
173,00173_stitched.jpg,-0.2,0.17,0.32,0.25,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.20,""AQ"":0.17,""HQ"":0.32,""VQ"":0.25}"
175,00175_stitched.jpg,0.52,0.36,0.16,0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.52,""AQ"":0.36,""HQ"":0.16,""VQ"":0.08}"
177,00177_stitched.jpg,0.25,0.09,-0.09,-0.13,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.25,""AQ"":0.09,""HQ"":-0.09,""VQ"":-0.13}"
182,00182_stitched.jpg,-0.08,0.09,-0.13,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.08,""AQ"":0.09,""HQ"":-0.13,""VQ"":-0.01}"
192,00192_stitched.jpg,0.07,0.36,-0.14,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.07,""AQ"":0.36,""HQ"":-0.14,""VQ"":-0.01}"
199,00199_stitched.jpg,-0.28,0.36,-0.05,0.35,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.28,""AQ"":0.36,""HQ"":-0.05,""VQ"":0.35}"
200,00200_stitched.jpg,-0.17,-0.4,-0.38,0.17,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.17,""AQ"":-0.40,""HQ"":-0.38,""VQ"":0.17}"
211,00211_stitched.jpg,-0.02,0.35,0.17,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.02,""AQ"":0.35,""HQ"":0.17,""VQ"":0.10}"
225,00225_stitched.jpg,0.23,-0.04,-0.1,-0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.23,""AQ"":-0.04,""HQ"":-0.10,""VQ"":-0.00}"
231,00231_stitched.jpg,0.4,0.63,0.45,-0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.40,""AQ"":0.63,""HQ"":0.45,""VQ"":-0.06}"
247,00247_stitched.jpg,0.94,0.67,0.2,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.94,""AQ"":0.67,""HQ"":0.20,""VQ"":0.10}"
262,00262_stitched.jpg,0.37,-0.36,-0.08,-0.12,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.37,""AQ"":-0.36,""HQ"":-0.08,""VQ"":-0.12}"
265,00265_stitched.jpg,0.33,0.23,-0.19,0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.33,""AQ"":0.23,""HQ"":-0.19,""VQ"":0.09}"
271,00271_stitched.jpg,0.15,0.57,0.0,0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.15,""AQ"":0.57,""HQ"":0.00,""VQ"":0.01}"
272,00272_stitched.jpg,0.76,0.49,0.26,-0.13,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.76,""AQ"":0.49,""HQ"":0.26,""VQ"":-0.13}"
274,00274_stitched.jpg,-0.09,0.3,-0.06,0.32,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.09,""AQ"":0.30,""HQ"":-0.06,""VQ"":0.32}"
277,00277_stitched.jpg,0.1,0.21,0.13,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.10,""AQ"":0.21,""HQ"":0.13,""VQ"":0.10}"
279,00279_stitched.jpg,-0.49,-0.03,-0.41,0.23,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.49,""AQ"":-0.03,""HQ"":-0.41,""VQ"":0.23}"
285,00285_stitched.jpg,0.09,0.54,-0.0,0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.09,""AQ"":0.54,""HQ"":-0.00,""VQ"":0.09}"
287,00287_stitched.jpg,0.04,0.3,0.01,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.04,""AQ"":0.30,""HQ"":0.01,""VQ"":-0.01}"
291,00291_stitched.jpg,0.27,0.15,-0.05,-0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.27,""AQ"":0.15,""HQ"":-0.05,""VQ"":-0.00}"
300,00300_stitched.jpg,-0.02,-0.12,0.07,0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.02,""AQ"":-0.12,""HQ"":0.07,""VQ"":0.01}"
303,00303_stitched.jpg,0.05,0.23,0.18,-0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.05,""AQ"":0.23,""HQ"":0.18,""VQ"":-0.03}"
311,00311_stitched.jpg,0.24,-0.19,-0.05,0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.24,""AQ"":-0.19,""HQ"":-0.05,""VQ"":0.01}"
319,00319_stitched.jpg,0.56,0.69,0.55,0.05,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.56,""AQ"":0.69,""HQ"":0.55,""VQ"":0.05}"
340,00340_stitched.jpg,0.32,0.16,0.13,0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.32,""AQ"":0.16,""HQ"":0.13,""VQ"":0.03}"
344,00344_stitched.jpg,0.02,0.25,0.27,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.02,""AQ"":0.25,""HQ"":0.27,""VQ"":0.02}"
346,00346_stitched.jpg,-0.45,0.06,-0.13,-0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.45,""AQ"":0.06,""HQ"":-0.13,""VQ"":-0.06}"
351,00351_stitched.jpg,0.07,-0.11,-0.1,-0.11,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.07,""AQ"":-0.11,""HQ"":-0.10,""VQ"":-0.11}"
352,00352_stitched.jpg,0.38,0.17,0.03,0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.38,""AQ"":0.17,""HQ"":0.03,""VQ"":0.01}"
364,00364_stitched.jpg,0.68,0.1,0.08,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.68,""AQ"":0.10,""HQ"":0.08,""VQ"":0.02}"
377,00377_stitched.jpg,0.2,-0.09,0.03,0.12,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.20,""AQ"":-0.09,""HQ"":0.03,""VQ"":0.12}"
381,00381_stitched.jpg,0.21,-0.11,0.15,0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.21,""AQ"":-0.11,""HQ"":0.15,""VQ"":0.04}"
386,00386_stitched.jpg,-0.2,-0.1,0.2,0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.20,""AQ"":-0.10,""HQ"":0.20,""VQ"":0.06}"
394,00394_stitched.jpg,0.15,-0.05,0.17,-0.18,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.15,""AQ"":-0.05,""HQ"":0.17,""VQ"":-0.18}"
398,00398_stitched.jpg,0.13,-0.08,0.1,-0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.13,""AQ"":-0.08,""HQ"":0.10,""VQ"":-0.00}"
403,00403_stitched.jpg,0.33,0.61,0.42,-0.12,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.33,""AQ"":0.61,""HQ"":0.42,""VQ"":-0.12}"
405,00405_stitched.jpg,0.07,-0.06,0.11,-0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.07,""AQ"":-0.06,""HQ"":0.11,""VQ"":-0.06}"
411,00411_stitched.jpg,-0.24,-0.18,0.38,-0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.24,""AQ"":-0.18,""HQ"":0.38,""VQ"":-0.10}"
417,00417_stitched.jpg,0.09,0.34,0.21,0.22,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.09,""AQ"":0.34,""HQ"":0.21,""VQ"":0.22}"
421,00421_stitched.jpg,0.82,0.24,-0.02,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.82,""AQ"":0.24,""HQ"":-0.02,""VQ"":0.02}"
422,00422_stitched.jpg,0.44,0.06,0.23,-0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.44,""AQ"":0.06,""HQ"":0.23,""VQ"":-0.09}"
427,00427_stitched.jpg,0.2,0.29,0.27,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.20,""AQ"":0.29,""HQ"":0.27,""VQ"":0.10}"
429,00429_stitched.jpg,0.6,0.29,0.19,-0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.60,""AQ"":0.29,""HQ"":0.19,""VQ"":-0.07}"
433,00433_stitched.jpg,-0.05,0.02,-0.25,-0.11,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.05,""AQ"":0.02,""HQ"":-0.25,""VQ"":-0.11}"
436,00436_stitched.jpg,0.25,-0.01,0.12,0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.25,""AQ"":-0.01,""HQ"":0.12,""VQ"":0.09}"
440,00440_stitched.jpg,-0.32,-0.29,-0.1,-0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.32,""AQ"":-0.29,""HQ"":-0.10,""VQ"":-0.07}"
445,00445_stitched.jpg,0.82,0.37,0.14,0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.82,""AQ"":0.37,""HQ"":0.14,""VQ"":0.08}"
446,00446_stitched.jpg,-0.08,0.37,-0.05,0.05,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.08,""AQ"":0.37,""HQ"":-0.05,""VQ"":0.05}"
453,00453_stitched.jpg,0.11,-0.11,-0.09,-0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.11,""AQ"":-0.11,""HQ"":-0.09,""VQ"":-0.08}"
464,00464_stitched.jpg,-0.09,0.25,0.21,0.17,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.09,""AQ"":0.25,""HQ"":0.21,""VQ"":0.17}"
469,00469_stitched.jpg,0.24,0.19,-0.07,-0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.24,""AQ"":0.19,""HQ"":-0.07,""VQ"":-0.06}"
471,00471_stitched.jpg,0.16,0.03,-0.02,0.13,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.16,""AQ"":0.03,""HQ"":-0.02,""VQ"":0.13}"
477,00477_stitched.jpg,-0.37,-0.03,-0.29,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.37,""AQ"":-0.03,""HQ"":-0.29,""VQ"":-0.01}"
485,00485_stitched.jpg,0.56,-0.01,-0.13,0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.56,""AQ"":-0.01,""HQ"":-0.13,""VQ"":0.03}"
491,00491_stitched.jpg,-0.47,-0.14,-0.39,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.47,""AQ"":-0.14,""HQ"":-0.39,""VQ"":0.02}"
495,00495_stitched.jpg,0.08,0.24,0.06,0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.08,""AQ"":0.24,""HQ"":0.06,""VQ"":0.07}"
498,00498_stitched.jpg,0.26,0.16,-0.1,0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.26,""AQ"":0.16,""HQ"":-0.10,""VQ"":0.01}"
501,00501_stitched.jpg,0.48,0.13,0.05,-0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.48,""AQ"":0.13,""HQ"":0.05,""VQ"":-0.03}"
507,00507_stitched.jpg,-0.22,0.16,-0.05,-0.14,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.22,""AQ"":0.16,""HQ"":-0.05,""VQ"":-0.14}"
514,00514_stitched.jpg,0.19,0.02,0.08,-0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.19,""AQ"":0.02,""HQ"":0.08,""VQ"":-0.00}"
517,00517_stitched.jpg,-0.04,-0.01,-0.17,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.04,""AQ"":-0.01,""HQ"":-0.17,""VQ"":-0.01}"
519,00519_stitched.jpg,0.93,0.49,0.07,-0.22,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.93,""AQ"":0.49,""HQ"":0.07,""VQ"":-0.22}"
524,00524_stitched.jpg,0.14,0.06,0.16,0.11,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.14,""AQ"":0.06,""HQ"":0.16,""VQ"":0.11}"
526,00526_stitched.jpg,0.34,-0.14,0.04,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.34,""AQ"":-0.14,""HQ"":0.04,""VQ"":-0.02}"
530,00530_stitched.jpg,0.25,-0.23,-0.06,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.25,""AQ"":-0.23,""HQ"":-0.06,""VQ"":0.10}"
554,00554_stitched.jpg,-0.25,0.47,0.33,0.18,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.25,""AQ"":0.47,""HQ"":0.33,""VQ"":0.18}"
559,00559_stitched.jpg,-0.09,-0.05,-0.12,-0.22,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.09,""AQ"":-0.05,""HQ"":-0.12,""VQ"":-0.22}"
561,00561_stitched.jpg,0.53,0.17,-0.21,0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.53,""AQ"":0.17,""HQ"":-0.21,""VQ"":0.04}"
562,00562_stitched.jpg,0.2,0.05,0.03,0.25,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.20,""AQ"":0.05,""HQ"":0.03,""VQ"":0.25}"
565,00565_stitched.jpg,0.39,0.1,0.25,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.39,""AQ"":0.10,""HQ"":0.25,""VQ"":0.10}"
569,00569_stitched.jpg,0.28,0.3,0.22,0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.28,""AQ"":0.30,""HQ"":0.22,""VQ"":0.03}"
573,00573_stitched.jpg,-0.12,0.3,-0.05,0.2,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.12,""AQ"":0.30,""HQ"":-0.05,""VQ"":0.20}"
576,00576_stitched.jpg,0.14,0.28,0.28,0.15,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.14,""AQ"":0.28,""HQ"":0.28,""VQ"":0.15}"
580,00580_stitched.jpg,0.07,0.31,0.3,0.18,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.07,""AQ"":0.31,""HQ"":0.30,""VQ"":0.18}"
595,00595_stitched.jpg,0.07,0.43,-0.0,-0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.07,""AQ"":0.43,""HQ"":-0.00,""VQ"":-0.08}"
597,00597_stitched.jpg,0.39,0.4,0.24,0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.39,""AQ"":0.40,""HQ"":0.24,""VQ"":0.03}"
601,00601_stitched.jpg,-0.05,0.14,-0.22,0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.05,""AQ"":0.14,""HQ"":-0.22,""VQ"":0.07}"
604,00604_stitched.jpg,0.57,0.29,0.03,-0.24,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.57,""AQ"":0.29,""HQ"":0.03,""VQ"":-0.24}"
607,00607_stitched.jpg,0.28,0.35,-0.01,0.11,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.28,""AQ"":0.35,""HQ"":-0.01,""VQ"":0.11}"
609,00609_stitched.jpg,0.9,0.31,0.2,-0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.90,""AQ"":0.31,""HQ"":0.20,""VQ"":-0.07}"
614,00614_stitched.jpg,0.17,0.3,0.32,0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.17,""AQ"":0.30,""HQ"":0.32,""VQ"":0.08}"
620,00620_stitched.jpg,0.17,-0.14,0.3,0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.17,""AQ"":-0.14,""HQ"":0.30,""VQ"":0.09}"
626,00626_stitched.jpg,-0.31,0.2,0.42,0.28,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.31,""AQ"":0.20,""HQ"":0.42,""VQ"":0.28}"
627,00627_stitched.jpg,0.09,0.3,0.19,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.09,""AQ"":0.30,""HQ"":0.19,""VQ"":0.10}"
628,00628_stitched.jpg,0.18,0.06,0.05,-0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.18,""AQ"":0.06,""HQ"":0.05,""VQ"":-0.03}"
633,00633_stitched.jpg,0.18,-0.11,0.04,-0.11,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.18,""AQ"":-0.11,""HQ"":0.04,""VQ"":-0.11}"
637,00637_stitched.jpg,0.17,0.16,-0.13,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.17,""AQ"":0.16,""HQ"":-0.13,""VQ"":-0.01}"
638,00638_stitched.jpg,0.36,0.16,0.32,0.25,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.36,""AQ"":0.16,""HQ"":0.32,""VQ"":0.25}"
643,00643_stitched.jpg,0.43,-0.03,0.03,-0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.43,""AQ"":-0.03,""HQ"":0.03,""VQ"":-0.08}"
645,00645_stitched.jpg,-0.12,0.03,0.16,0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.12,""AQ"":0.03,""HQ"":0.16,""VQ"":0.06}"
646,00646_stitched.jpg,0.05,0.03,-0.04,0.25,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.05,""AQ"":0.03,""HQ"":-0.04,""VQ"":0.25}"
651,00651_stitched.jpg,0.41,-0.09,0.11,-0.18,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.41,""AQ"":-0.09,""HQ"":0.11,""VQ"":-0.18}"
658,00658_stitched.jpg,-0.13,0.04,-0.01,0.21,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.13,""AQ"":0.04,""HQ"":-0.01,""VQ"":0.21}"
661,00661_stitched.jpg,-0.15,0.1,0.06,-0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.15,""AQ"":0.10,""HQ"":0.06,""VQ"":-0.04}"
663,00663_stitched.jpg,0.05,0.52,0.69,0.27,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.05,""AQ"":0.52,""HQ"":0.69,""VQ"":0.27}"
668,00668_stitched.jpg,0.48,0.3,0.21,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.48,""AQ"":0.30,""HQ"":0.21,""VQ"":0.10}"
670,00670_stitched.jpg,0.36,0.03,0.2,0.17,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.36,""AQ"":0.03,""HQ"":0.20,""VQ"":0.17}"
675,00675_stitched.jpg,0.36,0.28,0.3,-0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.36,""AQ"":0.28,""HQ"":0.30,""VQ"":-0.03}"
679,00679_stitched.jpg,0.06,0.22,0.11,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.06,""AQ"":0.22,""HQ"":0.11,""VQ"":0.02}"
685,00685_stitched.jpg,0.08,0.35,0.08,0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.08,""AQ"":0.35,""HQ"":0.08,""VQ"":0.07}"
688,00688_stitched.jpg,-0.23,0.47,0.23,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.23,""AQ"":0.47,""HQ"":0.23,""VQ"":-0.01}"
693,00693_stitched.jpg,0.71,0.32,0.29,-0.12,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.71,""AQ"":0.32,""HQ"":0.29,""VQ"":-0.12}"
697,00697_stitched.jpg,0.1,-0.09,0.17,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.10,""AQ"":-0.09,""HQ"":0.17,""VQ"":-0.02}"
699,00699_stitched.jpg,0.01,0.1,0.07,0.32,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.01,""AQ"":0.10,""HQ"":0.07,""VQ"":0.32}"
712,00712_stitched.jpg,0.03,-0.18,-0.08,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.03,""AQ"":-0.18,""HQ"":-0.08,""VQ"":0.02}"
716,00716_stitched.jpg,0.28,-0.15,0.05,-0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.28,""AQ"":-0.15,""HQ"":0.05,""VQ"":-0.04}"
721,00721_stitched.jpg,0.84,0.25,0.22,-0.14,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.84,""AQ"":0.25,""HQ"":0.22,""VQ"":-0.14}"
724,00724_stitched.jpg,0.08,0.31,0.17,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.08,""AQ"":0.31,""HQ"":0.17,""VQ"":-0.01}"
729,00729_stitched.jpg,-0.0,0.39,0.22,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.00,""AQ"":0.39,""HQ"":0.22,""VQ"":-0.02}"
733,00733_stitched.jpg,0.28,0.36,0.51,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.28,""AQ"":0.36,""HQ"":0.51,""VQ"":0.02}"
736,00736_stitched.jpg,0.03,0.3,0.06,-0.12,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.03,""AQ"":0.30,""HQ"":0.06,""VQ"":-0.12}"
