id,image,CQ,AQ,HQ,VQ,model,prompt_version,raw
120,00120_stitched.jpg,0.76,0.22,0.14,0.16,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.76,""AQ"":0.22,""HQ"":0.14,""VQ"":0.16}"
123,00123_stitched.jpg,0.38,0.37,0.2,-0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.38,""AQ"":0.37,""HQ"":0.20,""VQ"":-0.09}"
124,00124_stitched.jpg,0.29,0.06,-0.11,-0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.29,""AQ"":0.06,""HQ"":-0.11,""VQ"":-0.00}"
128,00128_stitched.jpg,-0.5,-0.16,-0.3,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.50,""AQ"":-0.16,""HQ"":-0.30,""VQ"":-0.02}"
133,00133_stitched.jpg,0.35,-0.04,-0.07,0.12,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.35,""AQ"":-0.04,""HQ"":-0.07,""VQ"":0.12}"
136,00136_stitched.jpg,0.04,0.04,0.1,-0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.04,""AQ"":0.04,""HQ"":0.10,""VQ"":-0.04}"
141,00141_stitched.jpg,-0.22,0.22,0.04,0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.22,""AQ"":0.22,""HQ"":0.04,""VQ"":0.04}"
152,00152_stitched.jpg,0.72,0.13,-0.03,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.72,""AQ"":0.13,""HQ"":-0.03,""VQ"":-0.01}"
173,00173_stitched.jpg,-0.26,0.09,0.41,0.16,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.26,""AQ"":0.09,""HQ"":0.41,""VQ"":0.16}"
175,00175_stitched.jpg,0.59,0.4,0.2,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.59,""AQ"":0.40,""HQ"":0.20,""VQ"":-0.01}"
177,00177_stitched.jpg,0.3,0.09,-0.09,-0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.30,""AQ"":0.09,""HQ"":-0.09,""VQ"":-0.06}"
182,00182_stitched.jpg,-0.12,0.11,-0.16,0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.12,""AQ"":0.11,""HQ"":-0.16,""VQ"":0.03}"
192,00192_stitched.jpg,0.13,0.36,-0.09,0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.13,""AQ"":0.36,""HQ"":-0.09,""VQ"":0.06}"
199,00199_stitched.jpg,-0.21,0.42,-0.07,0.34,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.21,""AQ"":0.42,""HQ"":-0.07,""VQ"":0.34}"
200,00200_stitched.jpg,-0.21,-0.38,-0.33,0.14,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.21,""AQ"":-0.38,""HQ"":-0.33,""VQ"":0.14}"
211,00211_stitched.jpg,-0.01,0.41,0.11,0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.01,""AQ"":0.41,""HQ"":0.11,""VQ"":0.04}"
225,00225_stitched.jpg,0.14,-0.01,-0.2,-0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.14,""AQ"":-0.01,""HQ"":-0.20,""VQ"":-0.10}"
231,00231_stitched.jpg,0.42,0.67,0.41,-0.16,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.42,""AQ"":0.67,""HQ"":0.41,""VQ"":-0.16}"
247,00247_stitched.jpg,0.89,0.72,0.24,0.17,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.89,""AQ"":0.72,""HQ"":0.24,""VQ"":0.17}"
262,00262_stitched.jpg,0.42,-0.34,0.02,-0.21,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.42,""AQ"":-0.34,""HQ"":0.02,""VQ"":-0.21}"
265,00265_stitched.jpg,0.26,0.2,-0.25,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.26,""AQ"":0.20,""HQ"":-0.25,""VQ"":0.02}"
271,00271_stitched.jpg,0.11,0.55,0.06,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.11,""AQ"":0.55,""HQ"":0.06,""VQ"":0.10}"
272,00272_stitched.jpg,0.66,0.39,0.28,-0.21,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.66,""AQ"":0.39,""HQ"":0.28,""VQ"":-0.21}"
274,00274_stitched.jpg,-0.18,0.21,-0.07,0.24,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.18,""AQ"":0.21,""HQ"":-0.07,""VQ"":0.24}"
277,00277_stitched.jpg,0.1,0.2,0.21,0.17,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.10,""AQ"":0.20,""HQ"":0.21,""VQ"":0.17}"
279,00279_stitched.jpg,-0.5,0.03,-0.4,0.3,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.50,""AQ"":0.03,""HQ"":-0.40,""VQ"":0.30}"
285,00285_stitched.jpg,0.02,0.58,0.01,0.12,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.02,""AQ"":0.58,""HQ"":0.01,""VQ"":0.12}"
287,00287_stitched.jpg,-0.01,0.28,-0.08,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.01,""AQ"":0.28,""HQ"":-0.08,""VQ"":-0.01}"
291,00291_stitched.jpg,0.17,0.15,-0.03,-0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.17,""AQ"":0.15,""HQ"":-0.03,""VQ"":-0.10}"
300,00300_stitched.jpg,-0.04,-0.05,0.13,-0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.04,""AQ"":-0.05,""HQ"":0.13,""VQ"":-0.08}"
303,00303_stitched.jpg,0.07,0.29,0.2,-0.11,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.07,""AQ"":0.29,""HQ"":0.20,""VQ"":-0.11}"
311,00311_stitched.jpg,0.23,-0.17,0.01,0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.23,""AQ"":-0.17,""HQ"":0.01,""VQ"":0.08}"
319,00319_stitched.jpg,0.63,0.76,0.57,0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.63,""AQ"":0.76,""HQ"":0.57,""VQ"":0.06}"
340,00340_stitched.jpg,0.34,0.26,0.17,0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.34,""AQ"":0.26,""HQ"":0.17,""VQ"":0.08}"
344,00344_stitched.jpg,-0.03,0.27,0.23,0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.03,""AQ"":0.27,""HQ"":0.23,""VQ"":0.04}"
346,00346_stitched.jpg,-0.39,0.15,-0.2,-0.11,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.39,""AQ"":0.15,""HQ"":-0.20,""VQ"":-0.11}"
351,00351_stitched.jpg,0.07,-0.19,-0.09,-0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.07,""AQ"":-0.19,""HQ"":-0.09,""VQ"":-0.09}"
352,00352_stitched.jpg,0.43,0.23,0.08,-0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.43,""AQ"":0.23,""HQ"":0.08,""VQ"":-0.07}"
364,00364_stitched.jpg,0.69,0.02,0.09,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.69,""AQ"":0.02,""HQ"":0.09,""VQ"":-0.02}"
377,00377_stitched.jpg,0.19,-0.15,-0.03,0.17,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.19,""AQ"":-0.15,""HQ"":-0.03,""VQ"":0.17}"
381,00381_stitched.jpg,0.19,-0.14,0.21,0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.19,""AQ"":-0.14,""HQ"":0.21,""VQ"":0.00}"
386,00386_stitched.jpg,-0.3,-0.18,0.14,0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.30,""AQ"":-0.18,""HQ"":0.14,""VQ"":0.04}"
394,00394_stitched.jpg,0.14,-0.01,0.15,-0.22,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.14,""AQ"":-0.01,""HQ"":0.15,""VQ"":-0.22}"
398,00398_stitched.jpg,0.15,-0.11,0.17,0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.15,""AQ"":-0.11,""HQ"":0.17,""VQ"":0.04}"
403,00403_stitched.jpg,0.42,0.54,0.36,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.42,""AQ"":0.54,""HQ"":0.36,""VQ"":-0.02}"
405,00405_stitched.jpg,0.06,-0.12,0.07,0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.06,""AQ"":-0.12,""HQ"":0.07,""VQ"":0.00}"
411,00411_stitched.jpg,-0.24,-0.28,0.47,-0.19,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.24,""AQ"":-0.28,""HQ"":0.47,""VQ"":-0.19}"
417,00417_stitched.jpg,0.09,0.43,0.21,0.19,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.09,""AQ"":0.43,""HQ"":0.21,""VQ"":0.19}"
421,00421_stitched.jpg,0.8,0.33,-0.07,0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.80,""AQ"":0.33,""HQ"":-0.07,""VQ"":0.06}"
422,00422_stitched.jpg,0.46,0.01,0.13,-0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.46,""AQ"":0.01,""HQ"":0.13,""VQ"":-0.09}"
427,00427_stitched.jpg,0.11,0.33,0.27,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.11,""AQ"":0.33,""HQ"":0.27,""VQ"":0.02}"
429,00429_stitched.jpg,0.6,0.2,0.26,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.60,""AQ"":0.20,""HQ"":0.26,""VQ"":0.02}"
433,00433_stitched.jpg,-0.03,-0.01,-0.3,-0.19,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.03,""AQ"":-0.01,""HQ"":-0.30,""VQ"":-0.19}"
436,00436_stitched.jpg,0.3,0.03,0.14,0.11,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.30,""AQ"":0.03,""HQ"":0.14,""VQ"":0.11}"
440,00440_stitched.jpg,-0.33,-0.34,-0.19,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.33,""AQ"":-0.34,""HQ"":-0.19,""VQ"":0.02}"
445,00445_stitched.jpg,0.78,0.34,0.04,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.78,""AQ"":0.34,""HQ"":0.04,""VQ"":0.02}"
446,00446_stitched.jpg,-0.18,0.3,-0.04,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.18,""AQ"":0.30,""HQ"":-0.04,""VQ"":-0.02}"
453,00453_stitched.jpg,0.16,-0.18,-0.17,-0.13,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.16,""AQ"":-0.18,""HQ"":-0.17,""VQ"":-0.13}"
464,00464_stitched.jpg,-0.17,0.15,0.31,0.23,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.17,""AQ"":0.15,""HQ"":0.31,""VQ"":0.23}"
469,00469_stitched.jpg,0.24,0.16,-0.04,-0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.24,""AQ"":0.16,""HQ"":-0.04,""VQ"":-0.00}"
471,00471_stitched.jpg,0.12,0.02,-0.02,0.22,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.12,""AQ"":0.02,""HQ"":-0.02,""VQ"":0.22}"
477,00477_stitched.jpg,-0.3,-0.05,-0.3,0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.30,""AQ"":-0.05,""HQ"":-0.30,""VQ"":0.09}"
485,00485_stitched.jpg,0.65,-0.05,-0.21,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.65,""AQ"":-0.05,""HQ"":-0.21,""VQ"":-0.02}"
491,00491_stitched.jpg,-0.51,-0.13,-0.35,-0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.51,""AQ"":-0.13,""HQ"":-0.35,""VQ"":-0.03}"
495,00495_stitched.jpg,0.16,0.15,0.15,0.14,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.16,""AQ"":0.15,""HQ"":0.15,""VQ"":0.14}"
498,00498_stitched.jpg,0.23,0.14,-0.09,-0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.23,""AQ"":0.14,""HQ"":-0.09,""VQ"":-0.04}"
501,00501_stitched.jpg,0.54,0.15,0.06,0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.54,""AQ"":0.15,""HQ"":0.06,""VQ"":0.04}"
507,00507_stitched.jpg,-0.16,0.21,-0.11,-0.13,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.16,""AQ"":0.21,""HQ"":-0.11,""VQ"":-0.13}"
514,00514_stitched.jpg,0.22,0.12,0.02,0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.22,""AQ"":0.12,""HQ"":0.02,""VQ"":0.00}"
517,00517_stitched.jpg,-0.09,-0.02,-0.27,0.06,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.09,""AQ"":-0.02,""HQ"":-0.27,""VQ"":0.06}"
519,00519_stitched.jpg,0.86,0.58,0.11,-0.21,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.86,""AQ"":0.58,""HQ"":0.11,""VQ"":-0.21}"
524,00524_stitched.jpg,0.12,0.14,0.22,0.16,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.12,""AQ"":0.14,""HQ"":0.22,""VQ"":0.16}"
526,00526_stitched.jpg,0.27,-0.21,0.06,0.05,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.27,""AQ"":-0.21,""HQ"":0.06,""VQ"":0.05}"
530,00530_stitched.jpg,0.32,-0.23,-0.14,0.05,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.32,""AQ"":-0.23,""HQ"":-0.14,""VQ"":0.05}"
554,00554_stitched.jpg,-0.31,0.41,0.25,0.27,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.31,""AQ"":0.41,""HQ"":0.25,""VQ"":0.27}"
559,00559_stitched.jpg,-0.18,0.01,-0.15,-0.24,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.18,""AQ"":0.01,""HQ"":-0.15,""VQ"":-0.24}"
561,00561_stitched.jpg,0.54,0.22,-0.18,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.54,""AQ"":0.22,""HQ"":-0.18,""VQ"":0.02}"
562,00562_stitched.jpg,0.19,0.14,0.09,0.33,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.19,""AQ"":0.14,""HQ"":0.09,""VQ"":0.33}"
565,00565_stitched.jpg,0.46,0.01,0.28,0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.46,""AQ"":0.01,""HQ"":0.28,""VQ"":0.08}"
569,00569_stitched.jpg,0.21,0.29,0.14,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.21,""AQ"":0.29,""HQ"":0.14,""VQ"":-0.02}"
573,00573_stitched.jpg,-0.15,0.27,-0.07,0.23,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.15,""AQ"":0.27,""HQ"":-0.07,""VQ"":0.23}"
576,00576_stitched.jpg,0.17,0.31,0.2,0.21,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.17,""AQ"":0.31,""HQ"":0.20,""VQ"":0.21}"
580,00580_stitched.jpg,0.16,0.32,0.28,0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.16,""AQ"":0.32,""HQ"":0.28,""VQ"":0.10}"
595,00595_stitched.jpg,0.02,0.44,0.08,-0.18,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.02,""AQ"":0.44,""HQ"":0.08,""VQ"":-0.18}"
597,00597_stitched.jpg,0.43,0.33,0.31,-0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.43,""AQ"":0.33,""HQ"":0.31,""VQ"":-0.00}"
601,00601_stitched.jpg,-0.12,0.23,-0.19,0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.12,""AQ"":0.23,""HQ"":-0.19,""VQ"":0.09}"
604,00604_stitched.jpg,0.62,0.25,-0.03,-0.29,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.62,""AQ"":0.25,""HQ"":-0.03,""VQ"":-0.29}"
607,00607_stitched.jpg,0.24,0.33,-0.09,0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.24,""AQ"":0.33,""HQ"":-0.09,""VQ"":0.03}"
609,00609_stitched.jpg,0.85,0.26,0.27,-0.16,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.85,""AQ"":0.26,""HQ"":0.27,""VQ"":-0.16}"
614,00614_stitched.jpg,0.12,0.26,0.32,0.17,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.12,""AQ"":0.26,""HQ"":0.32,""VQ"":0.17}"
620,00620_stitched.jpg,0.14,-0.16,0.22,0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.14,""AQ"":-0.16,""HQ"":0.22,""VQ"":0.03}"
626,00626_stitched.jpg,-0.34,0.15,0.5,0.21,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.34,""AQ"":0.15,""HQ"":0.50,""VQ"":0.21}"
627,00627_stitched.jpg,0.11,0.29,0.2,0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.11,""AQ"":0.29,""HQ"":0.20,""VQ"":0.07}"
628,00628_stitched.jpg,0.19,0.13,0.14,-0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.19,""AQ"":0.13,""HQ"":0.14,""VQ"":-0.00}"
633,00633_stitched.jpg,0.23,-0.04,-0.05,-0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.23,""AQ"":-0.04,""HQ"":-0.05,""VQ"":-0.02}"
637,00637_stitched.jpg,0.13,0.18,-0.18,0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.13,""AQ"":0.18,""HQ"":-0.18,""VQ"":0.09}"
638,00638_stitched.jpg,0.45,0.17,0.29,0.3,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.45,""AQ"":0.17,""HQ"":0.29,""VQ"":0.30}"
643,00643_stitched.jpg,0.44,-0.01,-0.05,-0.05,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.44,""AQ"":-0.01,""HQ"":-0.05,""VQ"":-0.05}"
645,00645_stitched.jpg,-0.08,0.03,0.1,0.04,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.08,""AQ"":0.03,""HQ"":0.10,""VQ"":0.04}"
646,00646_stitched.jpg,0.09,-0.06,-0.03,0.28,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.09,""AQ"":-0.06,""HQ"":-0.03,""VQ"":0.28}"
651,00651_stitched.jpg,0.34,-0.17,0.07,-0.25,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.34,""AQ"":-0.17,""HQ"":0.07,""VQ"":-0.25}"
658,00658_stitched.jpg,-0.2,0.04,-0.02,0.14,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.20,""AQ"":0.04,""HQ"":-0.02,""VQ"":0.14}"
661,00661_stitched.jpg,-0.16,0.01,-0.02,-0.05,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.16,""AQ"":0.01,""HQ"":-0.02,""VQ"":-0.05}"
663,00663_stitched.jpg,0.05,0.45,0.78,0.21,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.05,""AQ"":0.45,""HQ"":0.78,""VQ"":0.21}"
668,00668_stitched.jpg,0.43,0.33,0.21,0.03,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.43,""AQ"":0.33,""HQ"":0.21,""VQ"":0.03}"
670,00670_stitched.jpg,0.3,0.12,0.17,0.19,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.30,""AQ"":0.12,""HQ"":0.17,""VQ"":0.19}"
675,00675_stitched.jpg,0.36,0.19,0.3,-0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.36,""AQ"":0.19,""HQ"":0.30,""VQ"":-0.07}"
679,00679_stitched.jpg,0.09,0.24,0.15,0.02,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.09,""AQ"":0.24,""HQ"":0.15,""VQ"":0.02}"
685,00685_stitched.jpg,0.03,0.34,0.07,0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.03,""AQ"":0.34,""HQ"":0.07,""VQ"":0.07}"
688,00688_stitched.jpg,-0.29,0.38,0.24,-0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.29,""AQ"":0.38,""HQ"":0.24,""VQ"":-0.07}"
693,00693_stitched.jpg,0.8,0.38,0.29,-0.22,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.80,""AQ"":0.38,""HQ"":0.29,""VQ"":-0.22}"
697,00697_stitched.jpg,0.14,-0.05,0.2,-0.08,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.14,""AQ"":-0.05,""HQ"":0.20,""VQ"":-0.08}"
699,00699_stitched.jpg,-0.08,0.19,0.03,0.31,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.08,""AQ"":0.19,""HQ"":0.03,""VQ"":0.31}"
712,00712_stitched.jpg,0.13,-0.15,-0.03,-0.0,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.13,""AQ"":-0.15,""HQ"":-0.03,""VQ"":-0.00}"
716,00716_stitched.jpg,0.18,-0.11,0.04,-0.01,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.18,""AQ"":-0.11,""HQ"":0.04,""VQ"":-0.01}"
721,00721_stitched.jpg,0.79,0.22,0.29,-0.1,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.79,""AQ"":0.22,""HQ"":0.29,""VQ"":-0.10}"
724,00724_stitched.jpg,0.16,0.33,0.14,0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.16,""AQ"":0.33,""HQ"":0.14,""VQ"":0.07}"
729,00729_stitched.jpg,-0.08,0.41,0.16,-0.07,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.08,""AQ"":0.41,""HQ"":0.16,""VQ"":-0.07}"
733,00733_stitched.jpg,0.35,0.28,0.46,0.09,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":0.35,""AQ"":0.28,""HQ"":0.46,""VQ"":0.09}"
736,00736_stitched.jpg,-0.04,0.24,-0.02,-0.13,gpt-4.1-mini,explanatory_promoptA,"{""CQ"":-0.04,""AQ"":0.24,""HQ"":-0.02,""VQ"":-0.13}"
