id,image,CQ,AQ,HQ,VQ,model,prompt_version,raw
95,00095_stitched.jpg,0.78,0.26,0.18,-0.02,gpt-4.1-mini,baseline,"{""CQ"":0.78,""AQ"":0.26,""HQ"":0.18,""VQ"":-0.02}"
99,00099_stitched.jpg,0.94,0.47,0.03,-0.17,gpt-4.1-mini,baseline,"{""CQ"":0.94,""AQ"":0.47,""HQ"":0.03,""VQ"":-0.17}"
115,00115_stitched.jpg,0.61,-0.36,-0.03,-0.17,gpt-4.1-mini,baseline,"{""CQ"":0.61,""AQ"":-0.36,""HQ"":-0.03,""VQ"":-0.17}"
120,00120_stitched.jpg,0.63,0.22,0.09,-0.23,gpt-4.1-mini,baseline,"{""CQ"":0.63,""AQ"":0.22,""HQ"":0.09,""VQ"":-0.23}"
123,00123_stitched.jpg,0.47,0.49,0.1,-0.1,gpt-4.1-mini,baseline,"{""CQ"":0.47,""AQ"":0.49,""HQ"":0.10,""VQ"":-0.10}"
124,00124_stitched.jpg,0.49,-0.12,0.03,0.08,gpt-4.1-mini,baseline,"{""CQ"":0.49,""AQ"":-0.12,""HQ"":0.03,""VQ"":0.08}"
128,00128_stitched.jpg,0.11,-0.1,-0.04,-0.07,gpt-4.1-mini,baseline,"{""CQ"":0.11,""AQ"":-0.10,""HQ"":-0.04,""VQ"":-0.07}"
133,00133_stitched.jpg,0.2,-0.05,-0.14,0.27,gpt-4.1-mini,baseline,"{""CQ"":0.20,""AQ"":-0.05,""HQ"":-0.14,""VQ"":0.27}"
136,00136_stitched.jpg,0.03,-0.04,0.17,-0.03,gpt-4.1-mini,baseline,"{""CQ"":0.03,""AQ"":-0.04,""HQ"":0.17,""VQ"":-0.03}"
141,00141_stitched.jpg,0.1,0.23,-0.2,0.1,gpt-4.1-mini,baseline,"{""CQ"":0.10,""AQ"":0.23,""HQ"":-0.20,""VQ"":0.10}"
152,00152_stitched.jpg,0.65,0.23,0.02,-0.21,gpt-4.1-mini,baseline,"{""CQ"":0.65,""AQ"":0.23,""HQ"":0.02,""VQ"":-0.21}"
173,00173_stitched.jpg,-0.03,0.32,0.37,0.4,gpt-4.1-mini,baseline,"{""CQ"":-0.03,""AQ"":0.32,""HQ"":0.37,""VQ"":0.40}"
175,00175_stitched.jpg,0.55,0.46,0.05,-0.09,gpt-4.1-mini,baseline,"{""CQ"":0.55,""AQ"":0.46,""HQ"":0.05,""VQ"":-0.09}"
177,00177_stitched.jpg,0.32,0.19,0.22,-0.09,gpt-4.1-mini,baseline,"{""CQ"":0.32,""AQ"":0.19,""HQ"":0.22,""VQ"":-0.09}"
182,00182_stitched.jpg,0.08,0.32,0.06,0.14,gpt-4.1-mini,baseline,"{""CQ"":0.08,""AQ"":0.32,""HQ"":0.06,""VQ"":0.14}"
192,00192_stitched.jpg,0.37,0.46,0.31,0.01,gpt-4.1-mini,baseline,"{""CQ"":0.37,""AQ"":0.46,""HQ"":0.31,""VQ"":0.01}"
199,00199_stitched.jpg,-0.09,0.22,-0.28,0.06,gpt-4.1-mini,baseline,"{""CQ"":-0.09,""AQ"":0.22,""HQ"":-0.28,""VQ"":0.06}"
200,00200_stitched.jpg,-0.06,0.0,0.15,0.18,gpt-4.1-mini,baseline,"{""CQ"":-0.06,""AQ"":0.00,""HQ"":0.15,""VQ"":0.18}"
211,00211_stitched.jpg,0.06,0.18,0.19,0.05,gpt-4.1-mini,baseline,"{""CQ"":0.06,""AQ"":0.18,""HQ"":0.19,""VQ"":0.05}"
225,00225_stitched.jpg,0.24,-0.04,0.25,-0.03,gpt-4.1-mini,baseline,"{""CQ"":0.24,""AQ"":-0.04,""HQ"":0.25,""VQ"":-0.03}"
231,00231_stitched.jpg,0.27,0.87,0.42,0.01,gpt-4.1-mini,baseline,"{""CQ"":0.27,""AQ"":0.87,""HQ"":0.42,""VQ"":0.01}"
247,00247_stitched.jpg,0.83,0.53,0.16,-0.01,gpt-4.1-mini,baseline,"{""CQ"":0.83,""AQ"":0.53,""HQ"":0.16,""VQ"":-0.01}"
262,00262_stitched.jpg,0.27,-0.31,-0.07,0.06,gpt-4.1-mini,baseline,"{""CQ"":0.27,""AQ"":-0.31,""HQ"":-0.07,""VQ"":0.06}"
265,00265_stitched.jpg,0.45,-0.04,-0.01,0.4,gpt-4.1-mini,baseline,"{""CQ"":0.45,""AQ"":-0.04,""HQ"":-0.01,""VQ"":0.40}"
271,00271_stitched.jpg,0.32,0.28,0.21,0.02,gpt-4.1-mini,baseline,"{""CQ"":0.32,""AQ"":0.28,""HQ"":0.21,""VQ"":0.02}"
272,00272_stitched.jpg,0.59,-0.01,0.24,-0.07,gpt-4.1-mini,baseline,"{""CQ"":0.59,""AQ"":-0.01,""HQ"":0.24,""VQ"":-0.07}"
274,00274_stitched.jpg,-0.12,-0.13,0.27,0.5,gpt-4.1-mini,baseline,"{""CQ"":-0.12,""AQ"":-0.13,""HQ"":0.27,""VQ"":0.50}"
277,00277_stitched.jpg,-0.12,0.41,0.46,0.27,gpt-4.1-mini,baseline,"{""CQ"":-0.12,""AQ"":0.41,""HQ"":0.46,""VQ"":0.27}"
279,00279_stitched.jpg,-0.13,-0.01,-0.12,0.39,gpt-4.1-mini,baseline,"{""CQ"":-0.13,""AQ"":-0.01,""HQ"":-0.12,""VQ"":0.39}"
285,00285_stitched.jpg,0.19,0.28,-0.0,0.06,gpt-4.1-mini,baseline,"{""CQ"":0.19,""AQ"":0.28,""HQ"":-0.00,""VQ"":0.06}"
287,00287_stitched.jpg,0.19,0.36,0.39,-0.04,gpt-4.1-mini,baseline,"{""CQ"":0.19,""AQ"":0.36,""HQ"":0.39,""VQ"":-0.04}"
291,00291_stitched.jpg,0.03,0.16,0.03,-0.02,gpt-4.1-mini,baseline,"{""CQ"":0.03,""AQ"":0.16,""HQ"":0.03,""VQ"":-0.02}"
300,00300_stitched.jpg,0.39,0.23,-0.35,-0.02,gpt-4.1-mini,baseline,"{""CQ"":0.39,""AQ"":0.23,""HQ"":-0.35,""VQ"":-0.02}"
303,00303_stitched.jpg,0.36,0.1,0.01,-0.03,gpt-4.1-mini,baseline,"{""CQ"":0.36,""AQ"":0.10,""HQ"":0.01,""VQ"":-0.03}"
311,00311_stitched.jpg,0.43,-0.11,-0.09,-0.07,gpt-4.1-mini,baseline,"{""CQ"":0.43,""AQ"":-0.11,""HQ"":-0.09,""VQ"":-0.07}"
319,00319_stitched.jpg,0.73,0.47,0.59,0.01,gpt-4.1-mini,baseline,"{""CQ"":0.73,""AQ"":0.47,""HQ"":0.59,""VQ"":0.01}"
340,00340_stitched.jpg,0.43,0.23,0.57,-0.13,gpt-4.1-mini,baseline,"{""CQ"":0.43,""AQ"":0.23,""HQ"":0.57,""VQ"":-0.13}"
344,00344_stitched.jpg,-0.04,0.08,0.28,0.08,gpt-4.1-mini,baseline,"{""CQ"":-0.04,""AQ"":0.08,""HQ"":0.28,""VQ"":0.08}"
346,00346_stitched.jpg,-0.05,0.08,0.15,0.08,gpt-4.1-mini,baseline,"{""CQ"":-0.05,""AQ"":0.08,""HQ"":0.15,""VQ"":0.08}"
351,00351_stitched.jpg,0.47,0.08,-0.15,-0.08,gpt-4.1-mini,baseline,"{""CQ"":0.47,""AQ"":0.08,""HQ"":-0.15,""VQ"":-0.08}"
352,00352_stitched.jpg,0.46,0.38,0.01,0.0,gpt-4.1-mini,baseline,"{""CQ"":0.46,""AQ"":0.38,""HQ"":0.01,""VQ"":0.00}"
364,00364_stitched.jpg,0.53,0.1,0.1,-0.12,gpt-4.1-mini,baseline,"{""CQ"":0.53,""AQ"":0.10,""HQ"":0.10,""VQ"":-0.12}"
377,00377_stitched.jpg,0.25,0.09,0.33,-0.03,gpt-4.1-mini,baseline,"{""CQ"":0.25,""AQ"":0.09,""HQ"":0.33,""VQ"":-0.03}"
381,00381_stitched.jpg,0.1,0.2,0.13,-0.14,gpt-4.1-mini,baseline,"{""CQ"":0.10,""AQ"":0.20,""HQ"":0.13,""VQ"":-0.14}"
386,00386_stitched.jpg,-0.22,-0.16,-0.17,0.05,gpt-4.1-mini,baseline,"{""CQ"":-0.22,""AQ"":-0.16,""HQ"":-0.17,""VQ"":0.05}"
394,00394_stitched.jpg,0.13,-0.08,0.2,-0.05,gpt-4.1-mini,baseline,"{""CQ"":0.13,""AQ"":-0.08,""HQ"":0.20,""VQ"":-0.05}"
398,00398_stitched.jpg,0.2,0.3,0.09,-0.03,gpt-4.1-mini,baseline,"{""CQ"":0.20,""AQ"":0.30,""HQ"":0.09,""VQ"":-0.03}"
403,00403_stitched.jpg,0.5,0.94,0.41,-0.07,gpt-4.1-mini,baseline,"{""CQ"":0.50,""AQ"":0.94,""HQ"":0.41,""VQ"":-0.07}"
405,00405_stitched.jpg,0.13,-0.06,-0.05,-0.02,gpt-4.1-mini,baseline,"{""CQ"":0.13,""AQ"":-0.06,""HQ"":-0.05,""VQ"":-0.02}"
411,00411_stitched.jpg,-0.13,-0.06,0.15,-0.1,gpt-4.1-mini,baseline,"{""CQ"":-0.13,""AQ"":-0.06,""HQ"":0.15,""VQ"":-0.10}"
417,00417_stitched.jpg,-0.03,0.13,0.19,0.21,gpt-4.1-mini,baseline,"{""CQ"":-0.03,""AQ"":0.13,""HQ"":0.19,""VQ"":0.21}"
421,00421_stitched.jpg,0.71,0.11,0.26,-0.1,gpt-4.1-mini,baseline,"{""CQ"":0.71,""AQ"":0.11,""HQ"":0.26,""VQ"":-0.10}"
422,00422_stitched.jpg,0.32,0.37,0.31,0.03,gpt-4.1-mini,baseline,"{""CQ"":0.32,""AQ"":0.37,""HQ"":0.31,""VQ"":0.03}"
427,00427_stitched.jpg,0.33,-0.09,0.15,0.09,gpt-4.1-mini,baseline,"{""CQ"":0.33,""AQ"":-0.09,""HQ"":0.15,""VQ"":0.09}"
429,00429_stitched.jpg,0.62,0.16,0.17,-0.12,gpt-4.1-mini,baseline,"{""CQ"":0.62,""AQ"":0.16,""HQ"":0.17,""VQ"":-0.12}"
433,00433_stitched.jpg,-0.08,0.12,0.13,0.13,gpt-4.1-mini,baseline,"{""CQ"":-0.08,""AQ"":0.12,""HQ"":0.13,""VQ"":0.13}"
436,00436_stitched.jpg,0.24,0.15,0.13,0.08,gpt-4.1-mini,baseline,"{""CQ"":0.24,""AQ"":0.15,""HQ"":0.13,""VQ"":0.08}"
440,00440_stitched.jpg,-0.08,-0.01,-0.33,-0.24,gpt-4.1-mini,baseline,"{""CQ"":-0.08,""AQ"":-0.01,""HQ"":-0.33,""VQ"":-0.24}"
445,00445_stitched.jpg,0.29,0.27,0.28,0.03,gpt-4.1-mini,baseline,"{""CQ"":0.29,""AQ"":0.27,""HQ"":0.28,""VQ"":0.03}"
446,00446_stitched.jpg,0.47,0.34,0.36,0.16,gpt-4.1-mini,baseline,"{""CQ"":0.47,""AQ"":0.34,""HQ"":0.36,""VQ"":0.16}"
453,00453_stitched.jpg,0.36,-0.31,-0.29,-0.17,gpt-4.1-mini,baseline,"{""CQ"":0.36,""AQ"":-0.31,""HQ"":-0.29,""VQ"":-0.17}"
464,00464_stitched.jpg,0.23,0.34,0.13,0.2,gpt-4.1-mini,baseline,"{""CQ"":0.23,""AQ"":0.34,""HQ"":0.13,""VQ"":0.20}"
469,00469_stitched.jpg,0.07,0.29,0.07,-0.12,gpt-4.1-mini,baseline,"{""CQ"":0.07,""AQ"":0.29,""HQ"":0.07,""VQ"":-0.12}"
471,00471_stitched.jpg,0.1,0.16,-0.02,0.11,gpt-4.1-mini,baseline,"{""CQ"":0.10,""AQ"":0.16,""HQ"":-0.02,""VQ"":0.11}"
477,00477_stitched.jpg,-0.34,-0.29,-0.07,0.08,gpt-4.1-mini,baseline,"{""CQ"":-0.34,""AQ"":-0.29,""HQ"":-0.07,""VQ"":0.08}"
485,00485_stitched.jpg,0.32,0.2,-0.35,0.05,gpt-4.1-mini,baseline,"{""CQ"":0.32,""AQ"":0.20,""HQ"":-0.35,""VQ"":0.05}"
491,00491_stitched.jpg,-0.1,-0.04,0.02,0.01,gpt-4.1-mini,baseline,"{""CQ"":-0.10,""AQ"":-0.04,""HQ"":0.02,""VQ"":0.01}"
495,00495_stitched.jpg,0.14,0.18,0.01,0.04,gpt-4.1-mini,baseline,"{""CQ"":0.14,""AQ"":0.18,""HQ"":0.01,""VQ"":0.04}"
498,00498_stitched.jpg,0.13,-0.02,-0.21,-0.05,gpt-4.1-mini,baseline,"{""CQ"":0.13,""AQ"":-0.02,""HQ"":-0.21,""VQ"":-0.05}"
501,00501_stitched.jpg,0.46,-0.31,0.09,0.13,gpt-4.1-mini,baseline,"{""CQ"":0.46,""AQ"":-0.31,""HQ"":0.09,""VQ"":0.13}"
507,00507_stitched.jpg,0.31,-0.0,0.2,0.06,gpt-4.1-mini,baseline,"{""CQ"":0.31,""AQ"":-0.00,""HQ"":0.20,""VQ"":0.06}"
514,00514_stitched.jpg,0.33,-0.03,-0.11,0.06,gpt-4.1-mini,baseline,"{""CQ"":0.33,""AQ"":-0.03,""HQ"":-0.11,""VQ"":0.06}"
517,00517_stitched.jpg,0.35,-0.24,-0.05,-0.11,gpt-4.1-mini,baseline,"{""CQ"":0.35,""AQ"":-0.24,""HQ"":-0.05,""VQ"":-0.11}"
519,00519_stitched.jpg,0.45,0.42,0.04,-0.2,gpt-4.1-mini,baseline,"{""CQ"":0.45,""AQ"":0.42,""HQ"":0.04,""VQ"":-0.20}"
524,00524_stitched.jpg,-0.1,-0.16,-0.09,0.01,gpt-4.1-mini,baseline,"{""CQ"":-0.10,""AQ"":-0.16,""HQ"":-0.09,""VQ"":0.01}"
526,00526_stitched.jpg,0.39,-0.32,0.03,-0.01,gpt-4.1-mini,baseline,"{""CQ"":0.39,""AQ"":-0.32,""HQ"":0.03,""VQ"":-0.01}"
530,00530_stitched.jpg,0.18,0.17,0.35,-0.04,gpt-4.1-mini,baseline,"{""CQ"":0.18,""AQ"":0.17,""HQ"":0.35,""VQ"":-0.04}"
554,00554_stitched.jpg,-0.15,0.36,0.42,0.16,gpt-4.1-mini,baseline,"{""CQ"":-0.15,""AQ"":0.36,""HQ"":0.42,""VQ"":0.16}"
559,00559_stitched.jpg,-0.38,-0.37,0.34,0.1,gpt-4.1-mini,baseline,"{""CQ"":-0.38,""AQ"":-0.37,""HQ"":0.34,""VQ"":0.10}"
561,00561_stitched.jpg,0.66,-0.37,-0.1,-0.03,gpt-4.1-mini,baseline,"{""CQ"":0.66,""AQ"":-0.37,""HQ"":-0.10,""VQ"":-0.03}"
562,00562_stitched.jpg,0.18,0.13,0.11,0.41,gpt-4.1-mini,baseline,"{""CQ"":0.18,""AQ"":0.13,""HQ"":0.11,""VQ"":0.41}"
565,00565_stitched.jpg,0.24,0.29,0.3,0.12,gpt-4.1-mini,baseline,"{""CQ"":0.24,""AQ"":0.29,""HQ"":0.30,""VQ"":0.12}"
569,00569_stitched.jpg,0.69,0.05,0.32,0.05,gpt-4.1-mini,baseline,"{""CQ"":0.69,""AQ"":0.05,""HQ"":0.32,""VQ"":0.05}"
573,00573_stitched.jpg,-0.11,0.22,0.14,0.39,gpt-4.1-mini,baseline,"{""CQ"":-0.11,""AQ"":0.22,""HQ"":0.14,""VQ"":0.39}"
576,00576_stitched.jpg,-0.09,0.31,0.5,-0.04,gpt-4.1-mini,baseline,"{""CQ"":-0.09,""AQ"":0.31,""HQ"":0.50,""VQ"":-0.04}"
580,00580_stitched.jpg,0.04,0.25,0.07,0.15,gpt-4.1-mini,baseline,"{""CQ"":0.04,""AQ"":0.25,""HQ"":0.07,""VQ"":0.15}"
595,00595_stitched.jpg,0.05,0.17,0.13,-0.06,gpt-4.1-mini,baseline,"{""CQ"":0.05,""AQ"":0.17,""HQ"":0.13,""VQ"":-0.06}"
597,00597_stitched.jpg,0.21,0.71,-0.03,-0.12,gpt-4.1-mini,baseline,"{""CQ"":0.21,""AQ"":0.71,""HQ"":-0.03,""VQ"":-0.12}"
601,00601_stitched.jpg,0.4,0.14,-0.09,0.09,gpt-4.1-mini,baseline,"{""CQ"":0.40,""AQ"":0.14,""HQ"":-0.09,""VQ"":0.09}"
604,00604_stitched.jpg,0.58,0.1,0.11,-0.22,gpt-4.1-mini,baseline,"{""CQ"":0.58,""AQ"":0.10,""HQ"":0.11,""VQ"":-0.22}"
607,00607_stitched.jpg,0.27,0.14,0.1,0.08,gpt-4.1-mini,baseline,"{""CQ"":0.27,""AQ"":0.14,""HQ"":0.10,""VQ"":0.08}"
609,00609_stitched.jpg,0.52,0.18,0.22,-0.11,gpt-4.1-mini,baseline,"{""CQ"":0.52,""AQ"":0.18,""HQ"":0.22,""VQ"":-0.11}"
614,00614_stitched.jpg,0.12,0.23,0.1,0.05,gpt-4.1-mini,baseline,"{""CQ"":0.12,""AQ"":0.23,""HQ"":0.10,""VQ"":0.05}"
620,00620_stitched.jpg,0.28,0.18,0.1,0.07,gpt-4.1-mini,baseline,"{""CQ"":0.28,""AQ"":0.18,""HQ"":0.10,""VQ"":0.07}"
626,00626_stitched.jpg,0.01,-0.19,0.6,0.34,gpt-4.1-mini,baseline,"{""CQ"":0.01,""AQ"":-0.19,""HQ"":0.60,""VQ"":0.34}"
627,00627_stitched.jpg,0.1,0.07,0.18,0.18,gpt-4.1-mini,baseline,"{""CQ"":0.10,""AQ"":0.07,""HQ"":0.18,""VQ"":0.18}"
628,00628_stitched.jpg,0.36,-0.01,0.25,-0.01,gpt-4.1-mini,baseline,"{""CQ"":0.36,""AQ"":-0.01,""HQ"":0.25,""VQ"":-0.01}"
633,00633_stitched.jpg,0.21,-0.07,0.14,-0.17,gpt-4.1-mini,baseline,"{""CQ"":0.21,""AQ"":-0.07,""HQ"":0.14,""VQ"":-0.17}"
637,00637_stitched.jpg,0.15,0.01,-0.1,0.03,gpt-4.1-mini,baseline,"{""CQ"":0.15,""AQ"":0.01,""HQ"":-0.10,""VQ"":0.03}"
638,00638_stitched.jpg,0.37,0.18,0.24,-0.07,gpt-4.1-mini,baseline,"{""CQ"":0.37,""AQ"":0.18,""HQ"":0.24,""VQ"":-0.07}"
643,00643_stitched.jpg,0.24,0.01,0.12,-0.02,gpt-4.1-mini,baseline,"{""CQ"":0.24,""AQ"":0.01,""HQ"":0.12,""VQ"":-0.02}"
645,00645_stitched.jpg,0.32,0.0,0.14,-0.01,gpt-4.1-mini,baseline,"{""CQ"":0.32,""AQ"":0.00,""HQ"":0.14,""VQ"":-0.01}"
646,00646_stitched.jpg,-0.08,0.05,-0.13,0.43,gpt-4.1-mini,baseline,"{""CQ"":-0.08,""AQ"":0.05,""HQ"":-0.13,""VQ"":0.43}"
651,00651_stitched.jpg,0.37,0.32,0.08,-0.17,gpt-4.1-mini,baseline,"{""CQ"":0.37,""AQ"":0.32,""HQ"":0.08,""VQ"":-0.17}"
658,00658_stitched.jpg,-0.05,-0.07,0.2,0.26,gpt-4.1-mini,baseline,"{""CQ"":-0.05,""AQ"":-0.07,""HQ"":0.20,""VQ"":0.26}"
661,00661_stitched.jpg,0.03,0.34,0.14,-0.04,gpt-4.1-mini,baseline,"{""CQ"":0.03,""AQ"":0.34,""HQ"":0.14,""VQ"":-0.04}"
663,00663_stitched.jpg,0.29,0.52,0.9,0.21,gpt-4.1-mini,baseline,"{""CQ"":0.29,""AQ"":0.52,""HQ"":0.90,""VQ"":0.21}"
668,00668_stitched.jpg,0.46,0.19,0.25,-0.16,gpt-4.1-mini,baseline,"{""CQ"":0.46,""AQ"":0.19,""HQ"":0.25,""VQ"":-0.16}"
670,00670_stitched.jpg,0.06,0.06,0.18,0.01,gpt-4.1-mini,baseline,"{""CQ"":0.06,""AQ"":0.06,""HQ"":0.18,""VQ"":0.01}"
675,00675_stitched.jpg,0.24,0.09,0.14,-0.02,gpt-4.1-mini,baseline,"{""CQ"":0.24,""AQ"":0.09,""HQ"":0.14,""VQ"":-0.02}"
679,00679_stitched.jpg,0.27,0.15,0.1,-0.01,gpt-4.1-mini,baseline,"{""CQ"":0.27,""AQ"":0.15,""HQ"":0.10,""VQ"":-0.01}"
685,00685_stitched.jpg,0.12,0.22,0.2,0.03,gpt-4.1-mini,baseline,"{""CQ"":0.12,""AQ"":0.22,""HQ"":0.20,""VQ"":0.03}"
688,00688_stitched.jpg,-0.12,0.13,0.3,0.07,gpt-4.1-mini,baseline,"{""CQ"":-0.12,""AQ"":0.13,""HQ"":0.30,""VQ"":0.07}"
693,00693_stitched.jpg,0.79,0.36,0.2,-0.1,gpt-4.1-mini,baseline,"{""CQ"":0.79,""AQ"":0.36,""HQ"":0.20,""VQ"":-0.10}"
697,00697_stitched.jpg,0.24,0.01,0.32,0.03,gpt-4.1-mini,baseline,"{""CQ"":0.24,""AQ"":0.01,""HQ"":0.32,""VQ"":0.03}"
699,00699_stitched.jpg,0.38,0.22,0.04,0.19,gpt-4.1-mini,baseline,"{""CQ"":0.38,""AQ"":0.22,""HQ"":0.04,""VQ"":0.19}"
712,00712_stitched.jpg,0.17,-0.4,-0.1,0.16,gpt-4.1-mini,baseline,"{""CQ"":0.17,""AQ"":-0.40,""HQ"":-0.10,""VQ"":0.16}"
716,00716_stitched.jpg,0.15,-0.12,0.13,-0.07,gpt-4.1-mini,baseline,"{""CQ"":0.15,""AQ"":-0.12,""HQ"":0.13,""VQ"":-0.07}"
721,00721_stitched.jpg,0.44,0.05,-0.04,-0.12,gpt-4.1-mini,baseline,"{""CQ"":0.44,""AQ"":0.05,""HQ"":-0.04,""VQ"":-0.12}"
724,00724_stitched.jpg,0.35,0.3,0.26,-0.05,gpt-4.1-mini,baseline,"{""CQ"":0.35,""AQ"":0.30,""HQ"":0.26,""VQ"":-0.05}"
729,00729_stitched.jpg,0.0,0.43,-0.07,0.07,gpt-4.1-mini,baseline,"{""CQ"":0.00,""AQ"":0.43,""HQ"":-0.07,""VQ"":0.07}"
733,00733_stitched.jpg,0.68,0.6,0.68,-0.2,gpt-4.1-mini,baseline,"{""CQ"":0.68,""AQ"":0.60,""HQ"":0.68,""VQ"":-0.20}"
736,00736_stitched.jpg,0.03,0.48,-0.03,-0.08,gpt-4.1-mini,baseline,"{""CQ"":0.03,""AQ"":0.48,""HQ"":-0.03,""VQ"":-0.08}"
741,00741_stitched.jpg,-0.01,-0.04,0.29,0.43,gpt-4.1-mini,baseline,"{""CQ"":-0.01,""AQ"":-0.04,""HQ"":0.29,""VQ"":0.43}"
742,00742_stitched.jpg,0.2,0.36,0.11,0.33,gpt-4.1-mini,baseline,"{""CQ"":0.20,""AQ"":0.36,""HQ"":0.11,""VQ"":0.33}"
748,00748_stitched.jpg,0.22,-0.17,0.06,0.17,gpt-4.1-mini,baseline,"{""CQ"":0.22,""AQ"":-0.17,""HQ"":0.06,""VQ"":0.17}"
757,00757_stitched.jpg,0.41,-0.06,-0.12,-0.11,gpt-4.1-mini,baseline,"{""CQ"":0.41,""AQ"":-0.06,""HQ"":-0.12,""VQ"":-0.11}"
760,00760_stitched.jpg,0.51,0.09,0.02,-0.14,gpt-4.1-mini,baseline,"{""CQ"":0.51,""AQ"":0.09,""HQ"":0.02,""VQ"":-0.14}"
763,00763_stitched.jpg,0.44,0.15,0.23,-0.03,gpt-4.1-mini,baseline,"{""CQ"":0.44,""AQ"":0.15,""HQ"":0.23,""VQ"":-0.03}"
778,00778_stitched.jpg,0.69,0.1,0.1,-0.16,gpt-4.1-mini,baseline,"{""CQ"":0.69,""AQ"":0.10,""HQ"":0.10,""VQ"":-0.16}"
790,00790_stitched.jpg,0.24,0.33,0.07,0.01,gpt-4.1-mini,baseline,"{""CQ"":0.24,""AQ"":0.33,""HQ"":0.07,""VQ"":0.01}"
796,00796_stitched.jpg,0.29,0.06,0.18,0.11,gpt-4.1-mini,baseline,"{""CQ"":0.29,""AQ"":0.06,""HQ"":0.18,""VQ"":0.11}"
797,00797_stitched.jpg,0.13,0.02,0.38,-0.22,gpt-4.1-mini,baseline,"{""CQ"":0.13,""AQ"":0.02,""HQ"":0.38,""VQ"":-0.22}"
